CLIENTNUM,churn_probability,risk_tier,top_driver,Total_Trans_Ct,Total_Trans_Amt,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Credit_Limit,Avg_Utilization_Ratio,Card_Category,Income_Category,Gender,Customer_Age
708911508,0.009553559,Stable,Total_Trans_Ct,71,3446,3,2,0,2046.0,0.0,0,4,0,50
717332733,0.0050594243,Stable,Total_Trans_Ct,80,2851,2,4,0,34516.0,0.0,3,3,1,47
710681808,0.039142285,Stable,Total_Relationship_Count,52,2484,3,3,1548,18531.0,0.084,0,3,1,53
708740808,0.0788051,Stable,Total_Ct_Chng_Q4_Q1,54,2949,3,4,0,4112.0,0.0,0,1,1,45
711728208,0.0074592168,Stable,Total_Trans_Ct,68,4143,1,2,0,34516.0,0.0,0,0,1,46
720562008,0.0074059577,Stable,Total_Trans_Ct,65,2759,3,3,1263,34516.0,0.037,3,3,1,34
709012083,0.38957784,Stable,Total_Trans_Ct,45,2010,3,4,2514,4683.0,0.537,0,4,1,39
771073908,0.043604903,Stable,Total_Trans_Amt,27,1406,1,2,0,1438.3,0.0,0,1,1,62
718174908,0.017503684,Stable,Total_Trans_Amt,29,1458,3,2,2417,4224.0,0.572,0,4,0,53
709550958,0.11671399,Stable,Total_Trans_Ct,62,2689,1,4,0,7133.0,0.0,0,2,1,51
720411183,0.00024407335,Stable,Total_Amt_Chng_Q4_Q1,66,3042,1,0,1857,10253.0,0.181,0,5,0,34
720776508,0.020114254,Stable,Total_Trans_Amt,65,4248,3,2,0,4210.0,0.0,0,1,0,44
755615208,0.017458541,Stable,Total_Trans_Ct,66,4084,3,2,1822,12630.0,0.144,0,0,1,49
708147108,0.0019140334,Stable,Total_Trans_Ct,71,2309,1,3,2517,21084.0,0.119,0,5,1,26
827476983,0.79307044,Watch,Total_Trans_Ct,42,1865,5,1,2178,3639.0,0.599,0,4,0,56
716682258,0.009491257,Stable,Total_Trans_Amt,62,3650,3,5,1591,31945.0,0.05,0,0,1,52
708563433,0.89020705,Watch,Total_Trans_Ct,32,1616,6,3,477,5894.0,0.081,0,5,0,65
772277508,0.023563605,Stable,Total_Amt_Chng_Q4_Q1,52,3292,2,2,0,2209.0,0.0,0,4,0,65
712515558,0.0014249004,Stable,Total_Trans_Ct,77,2834,2,3,1515,23447.0,0.065,0,2,1,35
719342808,0.00070364645,Stable,Total_Trans_Ct,76,3750,2,3,688,4180.0,0.165,0,3,1,48
788957358,0.0026255196,Stable,Total_Trans_Ct,77,4224,3,2,2227,4930.0,0.452,0,1,0,53
778386033,0.07679372,Stable,Total_Relationship_Count,34,2068,3,4,1749,3417.0,0.512,0,2,1,38
820060758,0.034937397,Stable,Total_Trans_Amt,59,3651,2,4,1965,4785.0,0.411,0,4,0,50
713271708,0.0017732066,Stable,Total_Trans_Ct,74,4454,2,2,0,12685.0,0.0,3,4,1,46
720555483,0.0011444107,Stable,Total_Trans_Ct,79,4100,3,3,0,21374.0,0.0,0,3,1,48
709405758,0.17291076,Stable,Total_Amt_Chng_Q4_Q1,49,1965,3,2,1217,1911.0,0.637,0,2,1,36
769463433,0.0038791038,Stable,Total_Trans_Ct,71,3593,3,2,0,8666.0,0.0,0,4,0,41
786087633,0.004255272,Stable,Total_Trans_Amt,34,1650,1,0,2501,2759.0,0.906,0,2,1,60
738627708,0.87021863,Watch,Total_Trans_Ct,42,1838,3,4,0,5984.0,0.0,0,5,0,49
719527833,0.00021357922,Stable,Total_Trans_Ct,70,3886,3,3,1097,23000.0,0.048,0,5,0,45
715921758,0.04818847,Stable,Total_Trans_Ct,68,2882,3,2,0,1438.3,0.0,0,2,1,36
717280158,0.005739499,Stable,Total_Trans_Ct,60,3332,3,5,1817,2976.0,0.611,0,4,1,49
714179658,0.31903553,Stable,Months_Inactive_12_mon,48,1996,1,3,0,34516.0,0.0,0,0,1,43
806637558,0.15106949,Stable,Total_Trans_Amt,40,1539,2,5,0,1438.3,0.0,0,2,1,58
714828708,0.00076033943,Stable,Total_Trans_Ct,88,3656,1,4,0,16099.0,0.0,0,3,1,46
711989358,0.0051167505,Stable,Total_Trans_Amt,62,3811,2,1,1187,19595.0,0.061,0,3,1,50
720188508,0.0036370268,Stable,Total_Trans_Ct,64,4071,2,4,1749,13193.0,0.133,0,2,1,43
719528958,0.00038999258,Stable,Total_Trans_Ct,71,4134,1,3,1508,8184.0,0.184,0,1,0,57
713110908,0.0024488159,Stable,Total_Trans_Amt,45,1719,6,5,1966,2607.0,0.754,0,4,1,30
721179708,0.011128786,Stable,Total_Trans_Ct,76,4422,2,3,0,5758.0,0.0,0,4,0,48
716363658,0.004185681,Stable,Total_Trans_Ct,84,3920,2,5,582,25873.0,0.022,0,0,1,51
711443808,0.0010743523,Stable,Total_Relationship_Count,53,4068,1,1,1657,2695.0,0.615,0,2,1,46
778952058,0.027443837,Stable,Total_Revolving_Bal,56,3435,2,5,1496,20860.0,0.072,0,3,1,46
713642133,0.0007229394,Stable,Total_Ct_Chng_Q4_Q1,60,4558,3,3,1049,1892.0,0.554,0,1,1,45
778908783,0.198591,Stable,Total_Trans_Amt,25,1427,3,4,1018,27751.0,0.037,0,3,1,52
778170633,0.002927717,Stable,Total_Trans_Ct,71,3661,2,2,657,34516.0,0.019,0,3,1,48
714670533,0.03194107,Stable,Total_Trans_Amt,62,3069,1,5,2517,24580.0,0.102,0,3,1,47
771833433,0.93346745,Critical,Total_Trans_Ct,48,2063,2,4,0,29893.0,0.0,0,3,1,49
772758783,0.0074083805,Stable,Total_Trans_Amt,60,3343,1,5,735,21165.0,0.035,0,3,1,43
788959758,0.05596371,Stable,Total_Trans_Amt,59,3451,2,1,561,9148.0,0.061,0,1,0,47
716878533,0.0057990835,Stable,Total_Trans_Amt,33,1425,1,1,1889,10979.0,0.172,0,3,1,55
713267133,0.0034699007,Stable,Total_Trans_Ct,65,3088,1,2,851,6519.0,0.131,0,4,0,41
716263533,0.0002983399,Stable,Total_Trans_Ct,72,3166,2,2,1464,2509.0,0.583,0,3,1,44
719026383,0.034910418,Stable,Total_Amt_Chng_Q4_Q1,59,3135,1,3,0,2664.0,0.0,0,4,0,35
821755233,0.0007517973,Stable,Total_Trans_Ct,69,3441,5,2,1123,14999.0,0.075,0,5,0,40
709683633,0.006508178,Stable,Total_Trans_Ct,67,2914,1,2,948,10332.0,0.092,3,4,0,32
714318033,0.001069215,Stable,Total_Ct_Chng_Q4_Q1,57,3321,1,4,1638,10226.0,0.16,0,2,1,50
828291858,0.81790423,Watch,Total_Trans_Ct,40,2381,3,4,1821,12050.0,0.151,0,2,1,38
779647608,0.002094219,Stable,Total_Trans_Ct,92,4199,2,2,0,26124.0,0.0,0,0,1,39
787605558,0.0018909663,Stable,Total_Trans_Ct,81,3489,2,2,0,9816.0,0.0,0,4,0,48
771534408,0.0013326401,Stable,Total_Trans_Ct,74,3897,3,3,2379,2783.0,0.855,0,4,0,52
716219808,0.38097876,Stable,Total_Trans_Ct,41,1742,2,3,0,15942.0,0.0,0,2,1,49
715690908,0.00020237242,Stable,Total_Trans_Ct,78,3418,3,2,1260,12222.0,0.103,3,4,0,46
789125733,0.29268864,Stable,Total_Revolving_Bal,53,2114,2,4,1402,4002.0,0.35,0,4,0,38
717271983,0.0018917397,Stable,Total_Trans_Ct,64,3261,3,2,1388,34516.0,0.04,3,3,1,60
709695333,0.0008113219,Stable,Total_Trans_Ct,82,3577,2,4,1695,10227.0,0.166,0,3,1,48
712233183,0.007163467,Stable,Total_Trans_Ct,62,3244,3,1,1622,4265.0,0.38,0,4,0,45
716645883,0.001377267,Stable,Total_Trans_Ct,68,4297,2,2,0,13867.0,0.0,0,2,1,47
711762408,0.008081868,Stable,Total_Trans_Amt,63,4023,1,2,0,2243.0,0.0,0,1,1,43
818305008,0.00041851573,Stable,Total_Trans_Ct,89,3978,1,3,1375,11239.0,0.122,0,1,0,41
788159433,0.0026041847,Stable,Total_Trans_Ct,70,3855,1,2,818,22558.0,0.036,0,2,1,53
709104333,0.033632617,Stable,Total_Trans_Ct,64,2687,2,4,891,34516.0,0.026,3,0,1,50
708112008,0.26408693,Stable,Total_Trans_Amt,35,1661,2,3,1049,23510.0,0.045,0,3,1,56
714731208,0.015824184,Stable,Total_Relationship_Count,58,4050,2,2,1433,1651.0,0.868,0,1,0,63
710006958,0.005423449,Stable,Total_Trans_Ct,69,4755,2,2,796,8693.0,0.092,0,4,0,53
815062383,0.5490231,Watch,Total_Trans_Ct,33,1914,3,1,1193,4549.0,0.262,0,4,0,35
778447908,0.004089631,Stable,Total_Trans_Amt,65,4136,1,2,0,3558.0,0.0,0,3,1,51
720725058,0.97374004,Critical,Total_Relationship_Count,33,1375,3,4,0,7176.0,0.0,0,4,0,51
803415183,0.0018330144,Stable,Total_Trans_Ct,76,4614,3,1,657,34516.0,0.019,3,3,1,44
708582858,0.12222134,Stable,Total_Trans_Ct,63,2958,3,4,0,18293.0,0.0,0,2,1,38
779833908,0.0005493627,Stable,Total_Trans_Ct,67,4095,2,1,1376,18332.0,0.075,0,5,0,40
818687958,0.00095908414,Stable,Total_Trans_Ct,88,4462,3,2,1436,6383.0,0.225,0,3,1,48
708714108,0.19641457,Stable,Total_Trans_Amt,49,1894,2,3,2517,13441.0,0.187,3,4,0,42
754872333,0.0021392645,Stable,Total_Trans_Ct,88,4740,1,3,0,20114.0,0.0,0,0,1,50
718637208,0.055696208,Stable,Total_Trans_Amt,36,1689,2,1,1387,2019.0,0.687,0,4,0,54
816772908,0.00014610772,Stable,Total_Trans_Ct,78,4533,1,2,1793,34516.0,0.052,3,2,1,38
711935283,0.5692704,Watch,Total_Trans_Amt,36,1427,1,4,0,1438.3,0.0,0,3,1,55
716950758,0.96491367,Critical,Total_Relationship_Count,43,1657,3,2,0,8017.0,0.0,0,2,1,46
716497908,0.0074042054,Stable,Total_Trans_Ct,65,3698,1,2,0,8519.0,0.0,0,5,0,49
809358708,0.0024914287,Stable,Total_Trans_Amt,63,3514,2,2,2135,34516.0,0.062,0,3,1,38
716037708,0.050733395,Stable,Total_Relationship_Count,54,3240,3,3,1021,9474.0,0.108,0,2,1,50
717804783,0.00039389258,Stable,Total_Trans_Ct,70,4160,3,4,824,6587.0,0.125,0,4,0,40
715338783,0.002471252,Stable,Total_Trans_Ct,80,3018,2,2,0,2999.0,0.0,0,2,1,32
779645658,0.0063168006,Stable,Total_Trans_Amt,59,3607,1,4,1472,7154.0,0.206,0,2,1,49
787565433,0.060247324,Stable,Total_Trans_Amt,36,1494,2,4,1397,4039.0,0.346,0,3,1,53
717287883,0.08779117,Stable,Total_Trans_Amt,24,1532,2,3,2517,5516.0,0.456,0,3,1,57
715746633,0.0022908975,Stable,Total_Trans_Ct,70,4256,1,2,689,5577.0,0.124,0,4,0,64
720635883,0.0015531813,Stable,Total_Relationship_Count,60,2902,3,3,1500,8628.0,0.174,0,3,1,34
710077008,0.0010206364,Stable,Total_Trans_Ct,74,3522,3,1,1368,30137.0,0.045,0,0,1,43
804437658,0.010330468,Stable,Total_Trans_Ct,66,3413,2,1,2154,9778.0,0.22,0,4,0,42
780000258,0.0023782065,Stable,Total_Trans_Ct,84,4172,2,5,0,20912.0,0.0,0,0,1,48
825785508,0.11267328,Stable,Total_Trans_Ct,64,4890,2,2,1049,14699.0,0.071,0,0,1,49
720252858,0.0070056524,Stable,Total_Trans_Amt,63,3396,3,2,0,10350.0,0.0,0,2,1,57
710017758,0.016879806,Stable,Total_Trans_Ct,67,3784,2,3,0,11346.0,0.0,0,1,1,44
711750183,0.0061760563,Stable,Total_Trans_Amt,56,3640,1,3,1345,15987.0,0.084,1,4,0,63
718364283,0.0107562905,Stable,Total_Trans_Amt,72,3602,2,4,0,19711.0,0.0,0,2,1,43
711638658,0.002454112,Stable,Total_Revolving_Bal,63,2878,1,1,1929,8650.0,0.223,0,1,1,33
711046383,0.0011443365,Stable,Total_Trans_Amt,60,3542,1,1,1316,34516.0,0.038,3,3,1,55
720877083,0.0006133474,Stable,Total_Trans_Ct,66,3323,1,2,1354,9748.0,0.139,0,3,1,50
715662258,0.00020901379,Stable,Total_Trans_Ct,75,3777,1,2,2060,2454.0,0.839,0,4,0,49
715570533,0.9953241,Critical,Total_Relationship_Count,44,1632,2,6,0,34516.0,0.0,0,0,1,48
758202858,0.0010516975,Stable,Total_Trans_Ct,72,3453,2,4,1681,4255.0,0.395,0,4,0,47
712872183,0.0025586807,Stable,Total_Trans_Ct,92,2464,2,2,1367,3271.0,0.418,0,4,0,35
710014683,0.027290763,Stable,Total_Trans_Ct,65,2807,3,2,724,3480.0,0.208,0,4,0,31
716934333,0.0060964874,Stable,Total_Trans_Ct,68,3556,1,4,2458,13306.0,0.185,0,3,1,50
778523733,0.0005855355,Stable,Total_Trans_Ct,73,3625,1,2,0,13637.0,0.0,0,3,1,38
716353083,0.0020865728,Stable,Total_Trans_Ct,72,4444,2,3,1028,6733.0,0.153,0,2,1,39
753642933,0.00013586703,Stable,Total_Trans_Ct,83,4293,3,0,1365,2728.0,0.5,0,4,0,52
708151008,0.06656925,Stable,Total_Ct_Chng_Q4_Q1,41,2433,1,2,644,6250.0,0.103,0,1,0,49
789646158,0.0012875048,Stable,Total_Trans_Ct,66,3297,1,3,881,3653.0,0.241,0,1,1,49
712423233,0.0019817217,Stable,Total_Trans_Ct,71,3752,3,1,1368,22919.0,0.06,0,2,1,44
719806233,0.4204534,Watch,Total_Revolving_Bal,59,2686,2,2,0,34516.0,0.0,0,0,1,36
786509358,0.0010434417,Stable,Total_Amt_Chng_Q4_Q1,36,2051,1,4,1782,4198.0,0.424,0,3,1,44
711502908,0.003977123,Stable,Total_Trans_Ct,68,3550,2,2,0,7532.0,0.0,0,2,1,44
748617858,0.006391318,Stable,Total_Trans_Ct,65,2968,2,3,1704,4587.0,0.371,0,2,1,35
721532583,0.38653094,Stable,Total_Trans_Ct,39,1995,3,4,2165,12250.0,0.177,0,3,1,45
789244308,0.00041348042,Stable,Total_Trans_Ct,64,3986,1,4,1899,17753.0,0.107,0,3,1,56
709330383,0.0004568138,Stable,Total_Trans_Ct,74,3283,3,3,2049,12535.0,0.163,3,4,0,37
719136183,0.00015640339,Stable,Total_Trans_Ct,69,3410,1,3,1444,3541.0,0.408,0,4,0,48
716939358,0.053226877,Stable,Total_Trans_Ct,67,4632,3,4,0,14622.0,0.0,0,5,0,43
778155558,0.001758771,Stable,Total_Trans_Ct,71,3560,1,2,0,23973.0,0.0,0,3,1,45
713461533,0.0008998643,Stable,Total_Trans_Ct,73,3042,2,1,1310,29200.0,0.045,0,3,1,54
803776533,0.91957927,Critical,Gender,52,2118,3,2,0,10077.0,0.0,0,2,1,46
714857508,0.0008262013,Stable,Total_Trans_Ct,69,3939,2,4,1775,8667.0,0.205,0,5,0,44
720348933,0.008091173,Stable,Total_Ct_Chng_Q4_Q1,60,3060,3,4,758,12871.0,0.059,0,2,1,44
721158108,0.010464409,Stable,Total_Trans_Ct,72,3982,2,4,0,2346.0,0.0,0,2,1,38
789043008,0.12113237,Stable,Total_Trans_Ct,70,2058,2,4,0,9919.0,0.0,0,4,0,55
713362158,0.001470663,Stable,Total_Trans_Ct,70,3519,1,4,0,17087.0,0.0,0,0,1,50
712623258,0.999376,Critical,Total_Trans_Ct,42,2272,3,3,2517,5505.0,0.457,0,4,0,42
708494583,0.052908596,Stable,Total_Trans_Amt,53,3731,1,3,0,1902.0,0.0,0,4,0,49
718394658,0.07921629,Stable,Total_Trans_Ct,62,2366,1,1,2464,4254.0,0.579,0,4,0,31
719398158,0.00021494878,Stable,Total_Trans_Ct,76,3912,1,3,1886,9854.0,0.191,0,3,1,51
711885258,0.2788183,Stable,Total_Trans_Ct,42,2078,3,4,988,7711.0,0.128,0,4,0,47
789161358,0.0027415792,Stable,Total_Amt_Chng_Q4_Q1,46,2666,1,4,2517,3213.0,0.783,0,4,0,30
787581858,0.01880448,Stable,Total_Revolving_Bal,59,3612,2,4,1466,3132.0,0.468,0,0,1,46
779198133,0.010813331,Stable,Total_Trans_Amt,61,3530,3,2,2088,9977.0,0.209,0,4,0,45
708314808,0.005247992,Stable,Total_Trans_Amt,40,1570,1,3,1393,5659.0,0.246,0,5,0,53
720508233,0.8852089,Watch,Total_Trans_Ct,42,1898,4,4,0,17161.0,0.0,3,1,1,62
717134058,5.894017e-05,Stable,Total_Trans_Ct,81,4028,1,2,1131,5018.0,0.225,0,5,0,65
783366483,0.0014003057,Stable,Total_Trans_Ct,74,3242,3,3,1063,11474.0,0.093,0,5,0,44
715412583,0.00055316475,Stable,Total_Trans_Ct,65,3815,1,4,1445,7925.0,0.182,0,1,1,51
719562108,0.0011803843,Stable,Total_Trans_Ct,67,2671,3,3,1650,12793.0,0.129,3,4,0,28
754457883,0.020929487,Stable,Total_Ct_Chng_Q4_Q1,35,1876,2,2,0,4834.0,0.0,0,4,1,49
742552683,0.00048540306,Stable,Total_Trans_Ct,86,4208,2,5,688,1438.3,0.478,0,4,0,44
711455133,0.09376931,Stable,Total_Amt_Chng_Q4_Q1,42,2481,3,3,1839,12948.0,0.142,0,0,1,55
716387733,0.983084,Critical,Total_Relationship_Count,25,1693,4,5,1484,5662.0,0.262,0,2,1,49
772571508,0.4861773,Watch,Contacts_Count_12_mon,43,2311,1,0,0,2799.0,0.0,0,4,0,34
718815108,0.00036305079,Stable,Total_Trans_Ct,81,3420,3,1,1315,6030.0,0.218,0,3,1,50
719266158,0.007545398,Stable,Total_Trans_Ct,65,3434,3,1,1359,6779.0,0.2,0,3,1,42
720708183,0.0005662957,Stable,Total_Trans_Ct,83,4758,1,1,1242,15248.0,0.081,3,1,0,53
767523933,0.001034556,Stable,Total_Trans_Amt,69,3938,1,0,0,15583.0,0.0,0,2,1,53
797466033,0.0020083648,Stable,Total_Trans_Ct,69,2880,2,3,1754,2576.0,0.681,0,1,1,32
771886233,0.0022887036,Stable,Total_Ct_Chng_Q4_Q1,51,1941,3,5,1090,25270.0,0.043,3,2,1,48
712612233,0.087071426,Stable,Customer_Age,59,2067,3,3,719,8717.0,0.082,0,2,1,35
716516208,0.0056432355,Stable,Total_Trans_Amt,64,3748,2,3,0,1438.3,0.0,0,3,1,45
709950858,0.0052150544,Stable,Total_Trans_Ct,71,3458,2,1,2301,33755.0,0.068,0,3,1,45
779882508,0.0029145898,Stable,Total_Trans_Ct,69,3364,3,4,0,7282.0,0.0,0,1,0,53
717472833,0.0010026619,Stable,Total_Trans_Ct,73,4253,3,5,713,7260.0,0.098,0,3,1,42
712665633,0.048178475,Stable,Total_Relationship_Count,51,3472,1,4,1864,12952.0,0.144,3,4,0,43
709562358,0.00030461213,Stable,Total_Trans_Ct,79,4456,1,5,1594,5353.0,0.298,0,4,0,55
715391433,0.09730138,Stable,Total_Trans_Ct,41,2143,4,4,1560,11741.0,0.133,0,2,1,38
708722583,0.0057534454,Stable,Total_Trans_Ct,64,3024,3,1,1656,2609.0,0.635,0,4,0,39
720452508,0.0007978855,Stable,Total_Trans_Ct,74,3848,3,1,0,11167.0,0.0,0,5,0,51
714566958,0.6711,Watch,Total_Trans_Ct,40,2291,2,5,1420,20882.0,0.068,0,3,1,44
816084333,0.0055314177,Stable,Total_Trans_Amt,63,3260,2,2,1230,34516.0,0.036,1,0,1,42
806179683,0.0017865339,Stable,Total_Trans_Ct,68,4433,3,2,2044,3071.0,0.666,0,1,0,63
806244183,0.0010159082,Stable,Total_Trans_Ct,84,4544,1,4,0,2267.0,0.0,0,2,1,39
787999533,0.02347955,Stable,Total_Trans_Ct,68,3595,2,2,2517,6617.0,0.38,0,0,1,52
718358808,0.06590541,Stable,Total_Trans_Amt,61,3758,3,5,0,3276.0,0.0,0,4,0,57
718474683,0.0014545178,Stable,Total_Amt_Chng_Q4_Q1,67,3092,3,2,2139,10097.0,0.212,0,0,1,36
716908158,0.0329997,Stable,Total_Trans_Ct,64,3299,2,1,2517,8260.0,0.305,0,4,0,42
713984208,0.0020882147,Stable,Total_Trans_Ct,72,4029,2,1,874,5776.0,0.151,0,1,1,52
713013483,0.036591206,Stable,Total_Trans_Amt,58,3754,3,3,915,1438.3,0.636,0,4,0,40
754599558,0.00070302206,Stable,Total_Trans_Ct,70,3825,3,1,2002,7207.0,0.278,0,4,0,40
788739633,0.7720114,Watch,Total_Trans_Ct,40,2136,1,4,238,2106.0,0.113,0,0,1,38
712411908,0.011157321,Stable,Total_Trans_Ct,67,4071,2,5,0,21158.0,0.0,0,2,1,44
717538683,0.012605172,Stable,Total_Trans_Ct,64,3204,2,2,1132,22906.0,0.049,0,0,1,43
709447908,0.010522253,Stable,Total_Trans_Ct,63,3281,3,4,2309,2648.0,0.872,0,2,1,45
816834933,0.012567499,Stable,Total_Trans_Ct,64,2652,2,2,673,30702.0,0.022,3,5,0,34
718963158,0.028329434,Stable,Total_Trans_Ct,64,3230,3,1,0,34516.0,0.0,0,0,1,49
714358008,0.0013274621,Stable,Total_Trans_Ct,72,4659,1,3,0,17054.0,0.0,0,5,0,53
720758808,0.608882,Watch,Total_Revolving_Bal,54,1995,1,5,0,16317.0,0.0,0,2,1,38
708255633,0.0024633058,Stable,Total_Trans_Ct,65,3240,2,4,1710,3761.0,0.455,0,3,1,36
716101308,0.00982381,Stable,Total_Trans_Amt,60,4251,3,4,0,2173.0,0.0,0,1,1,48
715986258,0.0046740607,Stable,Total_Trans_Ct,68,4037,3,2,1675,15845.0,0.106,3,1,0,53
715858008,0.99474674,Critical,Total_Relationship_Count,31,1224,3,3,2517,8061.0,0.312,0,1,0,49
806226933,0.0042081624,Stable,Total_Trans_Amt,59,3660,1,1,0,34516.0,0.0,0,0,1,37
708361833,0.0045573725,Stable,Total_Trans_Ct,80,3650,2,3,0,19430.0,0.0,0,3,1,44
778422933,0.007261932,Stable,Total_Ct_Chng_Q4_Q1,56,3323,2,2,985,19127.0,0.051,0,5,0,42
708957183,0.06236304,Stable,Contacts_Count_12_mon,41,2198,1,0,2517,2708.0,0.929,0,1,1,48
718000383,0.002546133,Stable,Total_Trans_Ct,64,4274,3,4,1147,23566.0,0.049,0,5,0,60
714466458,0.0003780062,Stable,Total_Trans_Ct,76,3400,3,2,2124,2532.0,0.839,0,5,0,49
719608308,0.013379976,Stable,Total_Trans_Ct,73,2927,2,3,2517,9829.0,0.256,0,2,1,37
792995808,0.0051838523,Stable,Total_Trans_Ct,67,3474,4,5,1689,7226.0,0.234,0,1,0,57
716211258,0.2157085,Stable,Total_Ct_Chng_Q4_Q1,43,1966,5,4,0,4072.0,0.0,0,4,0,59
779289033,0.00057540584,Stable,Total_Trans_Amt,61,3328,1,5,1778,21646.0,0.082,0,5,0,46
719356008,0.0033050696,Stable,Total_Trans_Ct,69,4548,3,4,0,1438.3,0.0,0,4,0,39
718503108,0.0010550905,Stable,Total_Trans_Ct,77,3792,3,1,1994,14046.0,0.142,0,0,1,40
779661033,0.001694525,Stable,Total_Trans_Ct,66,3503,2,3,1107,25620.0,0.043,3,2,1,49
813053733,0.9682359,Critical,Total_Revolving_Bal,49,3029,3,4,278,34516.0,0.008,0,0,1,53
718354683,0.00042465256,Stable,Total_Trans_Ct,77,3646,3,3,1225,21358.0,0.057,3,1,0,59
720529308,0.54237,Watch,Total_Trans_Ct,46,1805,3,1,0,1856.0,0.0,0,2,1,63
787578183,0.0029860993,Stable,Total_Trans_Ct,68,3204,3,2,0,1438.3,0.0,0,3,1,36
737952333,0.0036307976,Stable,Total_Trans_Ct,65,3435,1,5,0,2586.0,0.0,0,4,1,64
779498058,0.04253791,Stable,Total_Trans_Ct,34,2006,3,3,1272,3281.0,0.388,0,3,1,39
799707858,0.0014630654,Stable,Total_Trans_Amt,57,3584,1,2,2000,7115.0,0.281,0,4,0,50
719543208,0.00029185327,Stable,Total_Trans_Ct,72,3789,3,3,848,13220.0,0.064,0,5,0,38
797743233,0.001832336,Stable,Total_Trans_Ct,77,4542,2,3,865,5996.0,0.144,0,2,1,45
710658483,0.9864682,Critical,Total_Relationship_Count,46,2098,3,6,2174,9080.0,0.239,0,1,1,47
715399908,0.0013920909,Stable,Total_Trans_Ct,67,4175,3,5,1465,7563.0,0.194,0,5,0,54
710288883,0.0015552184,Stable,Total_Trans_Ct,73,5054,1,5,1654,8749.0,0.189,0,4,0,40
719912808,0.0041895164,Stable,Total_Trans_Ct,72,4288,3,4,0,14973.0,0.0,0,2,1,52
720247158,0.00055201096,Stable,Total_Trans_Ct,68,3787,3,2,600,7108.0,0.084,0,5,1,63
718672233,0.011339893,Stable,Total_Trans_Ct,63,3395,2,2,1239,23007.0,0.054,0,5,0,48
789593058,0.0005713772,Stable,Total_Trans_Ct,84,3311,2,3,1020,24248.0,0.042,0,2,1,46
710278458,0.9162166,Critical,Total_Trans_Ct,43,1643,3,3,2517,11617.0,0.217,0,3,1,52
714467733,0.00091857865,Stable,Total_Trans_Ct,69,4178,2,3,1721,30428.0,0.057,3,2,1,45
803026008,0.002387248,Stable,Total_Trans_Ct,65,3463,6,2,1448,6805.0,0.213,0,3,1,48
772000533,0.31758484,Stable,Total_Trans_Ct,23,1809,3,2,1113,14257.0,0.078,0,2,1,59
811035483,0.9841589,Critical,Total_Relationship_Count,35,1641,4,5,0,34516.0,0.0,3,0,1,47
715480983,0.0023682073,Stable,Total_Trans_Ct,68,3403,2,3,892,5719.0,0.156,0,4,0,55
819997983,0.00012313071,Stable,Total_Trans_Amt,26,1453,1,0,1869,9517.0,0.196,0,3,1,53
807593058,0.99119776,Critical,Total_Trans_Ct,29,2003,2,4,0,5317.0,0.0,0,1,0,41
720437358,0.00062255736,Stable,Total_Trans_Ct,69,3596,1,2,2303,2526.0,0.912,0,1,1,40
719465733,0.027380526,Stable,Total_Amt_Chng_Q4_Q1,63,4458,3,3,0,2971.0,0.0,0,4,0,52
711978858,0.0006023404,Stable,Total_Trans_Ct,70,4422,3,2,900,6834.0,0.132,0,4,1,59
814364808,0.07548986,Stable,Total_Ct_Chng_Q4_Q1,46,2624,3,1,1002,3002.0,0.334,0,5,0,36
788820933,0.00086292875,Stable,Total_Trans_Ct,73,3511,2,2,1380,16727.0,0.083,0,2,1,59
713316558,0.0025328323,Stable,Total_Trans_Ct,70,3776,2,2,0,4573.0,0.0,0,2,1,41
779856483,0.0039490005,Stable,Total_Trans_Ct,69,3368,1,2,0,15410.0,0.0,0,3,1,38
717085983,0.0013066019,Stable,Total_Trans_Ct,84,4312,2,3,2517,3299.0,0.763,0,1,0,44
788030208,0.98737246,Critical,Total_Trans_Ct,42,1904,2,3,2517,13453.0,0.187,3,4,0,42
709914858,0.0008933439,Stable,Total_Trans_Ct,84,5169,1,2,1705,6362.0,0.268,0,4,0,48
716111808,0.0057733203,Stable,Total_Trans_Amt,28,1723,3,1,2011,2679.0,0.751,0,4,0,57
708618933,0.00088595896,Stable,Total_Trans_Ct,80,3259,3,2,2049,4369.0,0.469,0,0,1,34
720446508,0.36113733,Stable,Total_Trans_Amt,57,2681,3,2,1037,1721.0,0.603,0,4,0,50
756488883,0.0070740497,Stable,Total_Trans_Ct,65,2040,2,2,1619,2196.0,0.737,0,3,1,41
708414033,0.0005722411,Stable,Total_Trans_Ct,66,3730,3,3,1153,2845.0,0.405,0,1,1,50
756727233,0.02731848,Stable,Total_Trans_Ct,66,4895,2,4,1190,21144.0,0.056,0,0,1,49
720379533,0.9865628,Critical,Total_Relationship_Count,37,2066,3,4,0,3952.0,0.0,0,0,1,47
720340383,0.0007575005,Stable,Total_Trans_Ct,82,4034,2,2,2035,3518.0,0.578,0,4,0,45
771453033,0.0029525456,Stable,Total_Amt_Chng_Q4_Q1,57,3170,1,2,1280,17343.0,0.074,0,2,1,47
708747708,0.013088562,Stable,Total_Amt_Chng_Q4_Q1,56,2512,1,2,0,3498.0,0.0,0,3,1,43
